Word,Freq. Difference,Rel. Frequency - Passwords,Rel. Frequency - BNC,Freq. Sum,Abs. Freq. - Passwords,Abs. Freq. - BNC
quantum,-5.67E-06,2.80E-06,8.46E-06,1.13E-05,113,847
modigliani,-5.67E-06,2.97E-07,5.96E-06,6.26E-06,12,597
overtime,-5.67E-06,1.06E-06,6.73E-06,7.80E-06,43,674
whereabouts,-5.67E-06,2.47E-08,5.69E-06,5.72E-06,1,570
unsure,-5.67E-06,5.94E-07,6.26E-06,6.86E-06,24,627
taxed,-5.67E-06,7.42E-08,5.74E-06,5.82E-06,3,575
tentative,-5.67E-06,1.24E-07,5.79E-06,5.92E-06,5,580
thumb,-5.67E-06,5.77E-06,1.14E-05,1.72E-05,233,1145
resemble,-5.67E-06,0,5.67E-06,5.67E-06,0,568
ukraine,-5.68E-06,3.19E-06,8.87E-06,1.21E-05,129,888
severn,-5.68E-06,1.06E-06,6.74E-06,7.81E-06,43,675
raped,-5.68E-06,3.22E-07,6.00E-06,6.33E-06,13,601
rails,-5.68E-06,8.91E-07,6.57E-06,7.46E-06,36,658
preoccupation,-5.68E-06,0,5.68E-06,5.68E-06,0,569
seeming,-5.68E-06,4.95E-08,5.73E-06,5.78E-06,2,574
yourselves,-5.69E-06,2.47E-08,5.71E-06,5.74E-06,1,572
apology,-5.69E-06,1.11E-06,6.80E-06,7.92E-06,45,681
assassination,-5.69E-06,7.42E-08,5.76E-06,5.84E-06,3,577
hills,-5.69E-06,2.54E-05,3.11E-05,5.65E-05,1026,3111
equitable,-5.69E-06,2.23E-07,5.91E-06,6.14E-06,9,592
affinity,-5.69E-06,9.40E-07,6.63E-06,7.57E-06,38,664
shone,-5.69E-06,3.17E-06,8.86E-06,1.20E-05,128,887
-1,-5.69E-06,0,5.69E-06,5.69E-06,0,570
amazed,-5.70E-06,4.40E-06,1.01E-05,1.45E-05,178,1011
brewing,-5.70E-06,1.98E-07,5.89E-06,6.09E-06,8,590
concentrates,-5.70E-06,0,5.70E-06,5.70E-06,0,571
sucked,-5.70E-06,5.69E-07,6.27E-06,6.84E-06,23,628
longed,-5.70E-06,4.95E-08,5.75E-06,5.80E-06,2,576
petroleum,-5.70E-06,6.19E-07,6.32E-06,6.94E-06,25,633
boil,-5.71E-06,2.28E-06,7.98E-06,1.03E-05,92,799
beirut,-5.71E-06,8.66E-07,6.57E-06,7.44E-06,35,658
electron,-5.71E-06,3.71E-06,9.42E-06,1.31E-05,150,943
multinational,-5.71E-06,2.47E-08,5.73E-06,5.76E-06,1,574
devise,-5.71E-06,7.42E-08,5.78E-06,5.86E-06,3,579
militant,-5.71E-06,6.93E-07,6.40E-06,7.10E-06,28,641
perched,-5.71E-06,0,5.71E-06,5.71E-06,0,572
computerised,-5.71E-06,4.95E-08,5.76E-06,5.81E-06,2,577
nomination,-5.72E-06,1.98E-07,5.91E-06,6.11E-06,8,592
gardeners,-5.72E-06,2.47E-08,5.74E-06,5.77E-06,1,575
diocese,-5.72E-06,7.42E-08,5.79E-06,5.87E-06,3,580
sketches,-5.72E-06,1.24E-07,5.84E-06,5.97E-06,5,585
greeting,-5.72E-06,4.70E-07,6.19E-06,6.66E-06,19,620
won,-5.72E-06,1.11E-04,1.17E-04,2.29E-04,4506,11734
edged,-5.72E-06,5.20E-07,6.24E-06,6.76E-06,21,625
quarrel,-5.72E-06,9.90E-08,5.82E-06,5.92E-06,4,583
presidents,-5.73E-06,1.98E-07,5.92E-06,6.12E-06,8,593
craftsmen,-5.73E-06,1.24E-07,5.85E-06,5.98E-06,5,586
3.2,-5.73E-06,0,5.73E-06,5.73E-06,0,574
ingredient,-5.73E-06,9.90E-08,5.83E-06,5.93E-06,4,584
coin,-5.74E-06,6.58E-06,1.23E-05,1.89E-05,266,1233
offender,-5.74E-06,1.48E-07,5.88E-06,6.03E-06,6,589
hardest,-5.74E-06,3.46E-07,6.08E-06,6.43E-06,14,609
rope,-5.74E-06,1.00E-05,1.58E-05,2.58E-05,406,1580
compression,-5.74E-06,7.42E-08,5.81E-06,5.89E-06,3,582
orderly,-5.74E-06,1.24E-07,5.86E-06,5.99E-06,5,587
skirts,-5.74E-06,6.93E-07,6.43E-06,7.13E-06,28,644
unwanted,-5.74E-06,2.35E-06,8.09E-06,1.04E-05,95,810
succeeding,-5.74E-06,0,5.74E-06,5.74E-06,0,575
furious,-5.74E-06,7.52E-06,1.33E-05,2.08E-05,304,1328
descending,-5.74E-06,9.90E-08,5.84E-06,5.94E-06,4,585
elementary,-5.75E-06,1.39E-06,7.13E-06,8.52E-06,56,714
algae,-5.75E-06,1.24E-07,5.87E-06,6.00E-06,5,588
parcel,-5.75E-06,1.56E-06,7.31E-06,8.87E-06,63,732
pioneering,-5.75E-06,4.95E-08,5.80E-06,5.85E-06,2,581
mouths,-5.76E-06,2.97E-07,6.05E-06,6.35E-06,12,606
exported,-5.76E-06,2.47E-08,5.78E-06,5.81E-06,1,579
trainers,-5.76E-06,1.78E-06,7.54E-06,9.32E-06,72,755
entertain,-5.76E-06,7.42E-07,6.50E-06,7.25E-06,30,651
76,-5.76E-06,0,5.76E-06,5.76E-06,0,577
undergoing,-5.76E-06,4.95E-08,5.81E-06,5.86E-06,2,582
hide,-5.76E-06,1.94E-05,2.52E-05,4.46E-05,784,2519
obedience,-5.77E-06,7.18E-07,6.48E-06,7.20E-06,29,649
provoke,-5.77E-06,1.98E-07,5.96E-06,6.16E-06,8,597
guiding,-5.77E-06,2.97E-07,6.06E-06,6.36E-06,12,607
survives,-5.77E-06,7.42E-08,5.84E-06,5.92E-06,3,585
supervisor,-5.77E-06,1.83E-06,7.60E-06,9.43E-06,74,761
theoretically,-5.77E-06,0,5.77E-06,5.77E-06,0,578
sediment,-5.77E-06,4.95E-08,5.82E-06,5.87E-06,2,583
underway,-5.77E-06,9.90E-08,5.87E-06,5.97E-06,4,588
philosopher,-5.78E-06,1.98E-07,5.97E-06,6.17E-06,8,598
visually,-5.78E-06,2.47E-08,5.80E-06,5.83E-06,1,581
biting,-5.78E-06,3.71E-07,6.15E-06,6.52E-06,15,616
1906,-5.78E-06,0,5.78E-06,5.78E-06,0,579
boycott,-5.79E-06,3.96E-07,6.18E-06,6.58E-06,16,619
unrealistic,-5.79E-06,2.47E-08,5.81E-06,5.84E-06,1,582
compares,-5.79E-06,1.24E-07,5.91E-06,6.04E-06,5,592
simplified,-5.79E-06,2.23E-07,6.01E-06,6.24E-06,9,602
sweat,-5.79E-06,7.74E-06,1.35E-05,2.13E-05,313,1355
seriousness,-5.79E-06,0,5.79E-06,5.79E-06,0,580
unmarried,-5.80E-06,1.48E-07,5.94E-06,6.09E-06,6,595
berkshire,-5.80E-06,7.67E-07,6.56E-06,7.33E-06,31,657
downward,-5.80E-06,2.23E-07,6.02E-06,6.25E-06,9,603
hurt,-5.80E-06,4.00E-05,4.58E-05,8.57E-05,1615,4581
worcester,-5.80E-06,1.56E-06,7.36E-06,8.92E-06,63,737
peterborough,-5.80E-06,0,5.80E-06,5.80E-06,0,581
filters,-5.80E-06,5.69E-07,6.37E-06,6.94E-06,23,638
restrained,-5.80E-06,4.95E-08,5.85E-06,5.90E-06,2,586
regulate,-5.80E-06,6.19E-07,6.42E-06,7.04E-06,25,643
spectacles,-5.80E-06,9.90E-08,5.90E-06,6.00E-06,4,591
americas,-5.81E-06,3.37E-06,9.17E-06,1.25E-05,136,918
cooling,-5.81E-06,1.48E-06,7.29E-06,8.78E-06,60,730
pretended,-5.81E-06,2.47E-08,5.83E-06,5.86E-06,1,584
distortion,-5.81E-06,6.93E-07,6.50E-06,7.20E-06,28,651
apologise,-5.81E-06,1.73E-07,5.98E-06,6.16E-06,7,599
coincided,-5.81E-06,0,5.81E-06,5.81E-06,0,582
glittering,-5.81E-06,6.19E-07,6.43E-06,7.05E-06,25,644
temples,-5.82E-06,6.68E-07,6.48E-06,7.15E-06,27,649
pascoe,-5.82E-06,9.65E-07,6.78E-06,7.75E-06,39,679
universally,-5.82E-06,2.47E-08,5.84E-06,5.87E-06,1,585
czech,-5.82E-06,1.73E-06,7.55E-06,9.28E-06,70,756
orkney,-5.82E-06,1.31E-06,7.13E-06,8.44E-06,53,714
dedication,-5.82E-06,4.70E-07,6.29E-06,6.76E-06,19,630
inefficient,-5.82E-06,0,5.82E-06,5.82E-06,0,583
warmly,-5.82E-06,4.95E-08,5.87E-06,5.92E-06,2,588
beams,-5.83E-06,6.68E-07,6.49E-06,7.16E-06,27,650
donation,-5.83E-06,2.47E-07,6.07E-06,6.32E-06,10,608
vicinity,-5.83E-06,2.47E-08,5.85E-06,5.88E-06,1,586
plots,-5.83E-06,2.23E-07,6.05E-06,6.28E-06,9,606
anglia,-5.83E-06,2.60E-06,8.43E-06,1.10E-05,105,844
78,-5.83E-06,0,5.83E-06,5.83E-06,0,584
damned,-5.84E-06,3.93E-06,9.77E-06,1.37E-05,159,978
deployed,-5.84E-06,1.98E-07,6.03E-06,6.23E-06,8,604
mandate,-5.84E-06,3.96E-07,6.23E-06,6.63E-06,16,624
morally,-5.84E-06,2.47E-08,5.86E-06,5.89E-06,1,587
syllabus,-5.84E-06,7.42E-08,5.91E-06,5.99E-06,3,592
dispose,-5.84E-06,1.73E-07,6.01E-06,6.19E-06,7,602
foremost,-5.84E-06,2.72E-07,6.11E-06,6.39E-06,11,612
compartment,-5.84E-06,0,5.84E-06,5.84E-06,0,585
geometric,-5.84E-06,4.95E-08,5.89E-06,5.94E-06,2,590
liking,-5.85E-06,5.94E-07,6.44E-06,7.04E-06,24,645
pulls,-5.85E-06,1.24E-07,5.97E-06,6.10E-06,5,598
mines,-5.85E-06,8.56E-06,1.44E-05,2.30E-05,346,1443
afforded,-5.85E-06,0,5.85E-06,5.85E-06,0,586
humiliation,-5.85E-06,4.95E-08,5.90E-06,5.95E-06,2,591
devote,-5.86E-06,1.98E-07,6.05E-06,6.25E-06,8,606
extremes,-5.86E-06,4.45E-07,6.30E-06,6.75E-06,18,631
ventilation,-5.86E-06,2.47E-08,5.88E-06,5.91E-06,1,589
guardian,-5.86E-06,1.65E-05,2.23E-05,3.88E-05,665,2234
0.5,-5.86E-06,0,5.86E-06,5.86E-06,0,587
shrubs,-5.87E-06,1.48E-07,6.01E-06,6.16E-06,6,602
cooperative,-5.87E-06,1.98E-07,6.06E-06,6.26E-06,8,607
curves,-5.87E-06,2.94E-06,8.81E-06,1.18E-05,119,882
conductor,-5.87E-06,3.96E-07,6.26E-06,6.66E-06,16,627
demise,-5.87E-06,1.06E-06,6.93E-06,8.00E-06,43,694
bundle,-5.87E-06,1.63E-06,7.50E-06,9.14E-06,66,751
tt,-5.87E-06,0,5.87E-06,5.87E-06,0,588
benches,-5.88E-06,1.48E-07,6.02E-06,6.17E-06,6,603
trainee,-5.88E-06,2.97E-07,6.17E-06,6.47E-06,12,618
devastated,-5.88E-06,7.42E-08,5.95E-06,6.03E-06,3,596
motions,-5.88E-06,6.93E-07,6.57E-06,7.27E-06,28,658
fertile,-5.88E-06,1.73E-07,6.05E-06,6.23E-06,7,606
back-up,-5.88E-06,0,5.88E-06,5.88E-06,0,589
emission,-5.89E-06,3.96E-07,6.28E-06,6.68E-06,16,629
infinitely,-5.89E-06,2.47E-08,5.91E-06,5.94E-06,1,592
exceeds,-5.89E-06,0,5.89E-06,5.89E-06,0,590
minimise,-5.89E-06,9.90E-08,5.99E-06,6.09E-06,4,600
critically,-5.90E-06,2.47E-08,5.92E-06,5.95E-06,1,593
unveiled,-5.90E-06,7.42E-08,5.97E-06,6.05E-06,3,598
smoked,-5.90E-06,2.50E-06,8.40E-06,1.09E-05,101,841
revolt,-5.90E-06,1.98E-06,7.88E-06,9.86E-06,80,789
'e,-5.90E-06,0,5.90E-06,5.90E-06,0,591
gravitational,-5.90E-06,4.95E-08,5.95E-06,6.00E-06,2,596
salisbury,-5.91E-06,2.28E-06,8.18E-06,1.05E-05,92,819
collision,-5.91E-06,4.45E-07,6.35E-06,6.80E-06,18,636
searches,-5.91E-06,2.47E-08,5.93E-06,5.96E-06,1,594
slump,-5.91E-06,4.70E-07,6.38E-06,6.85E-06,19,639
imperative,-5.91E-06,0,5.91E-06,5.91E-06,0,592
unpaid,-5.91E-06,4.95E-08,5.96E-06,6.01E-06,2,597
query,-5.92E-06,2.72E-07,6.19E-06,6.47E-06,11,620
barracks,-5.92E-06,4.70E-07,6.39E-06,6.86E-06,19,640
proprietary,-5.92E-06,0,5.92E-06,5.92E-06,0,593
flock,-5.92E-06,1.66E-06,7.58E-06,9.24E-06,67,759
courage,-5.93E-06,1.51E-05,2.11E-05,3.62E-05,612,2109
feudal,-5.93E-06,1.48E-07,6.07E-06,6.22E-06,6,608
thirteenth,-5.93E-06,1.24E-07,6.05E-06,6.18E-06,5,606
upheld,-5.93E-06,0,5.93E-06,5.93E-06,0,594
pensioner,-5.93E-06,9.90E-08,6.03E-06,6.13E-06,4,604
continual,-5.94E-06,2.47E-08,5.96E-06,5.99E-06,1,597
omission,-5.94E-06,7.42E-08,6.01E-06,6.09E-06,3,602
cough,-5.94E-06,1.98E-06,7.92E-06,9.90E-06,80,793
5th,-5.94E-06,0,5.94E-06,5.94E-06,0,595
assignments,-5.94E-06,4.95E-08,5.99E-06,6.04E-06,2,600
invalid,-5.95E-06,1.86E-06,7.80E-06,9.66E-06,75,781
safeguard,-5.95E-06,5.44E-07,6.49E-06,7.04E-06,22,650
prohibition,-5.95E-06,2.47E-08,5.97E-06,6.00E-06,1,598
merged,-5.95E-06,7.42E-08,6.02E-06,6.10E-06,3,603
tangible,-5.95E-06,1.24E-07,6.07E-06,6.20E-06,5,608
100%,-5.95E-06,0,5.95E-06,5.95E-06,0,596
contemplate,-5.95E-06,4.95E-08,6.00E-06,6.05E-06,2,601
outrage,-5.96E-06,6.68E-07,6.62E-06,7.29E-06,27,663
monument,-5.96E-06,1.24E-06,7.19E-06,8.43E-06,50,720
appalled,-5.96E-06,2.47E-08,5.98E-06,6.01E-06,1,599
loud,-5.96E-06,1.88E-05,2.48E-05,4.36E-05,760,2479
drought,-5.96E-06,4.70E-07,6.43E-06,6.90E-06,19,644
intriguing,-5.96E-06,0,5.96E-06,5.96E-06,0,597
finite,-5.97E-06,3.46E-07,6.31E-06,6.66E-06,14,632
insect,-5.97E-06,1.58E-06,7.55E-06,9.14E-06,64,756
commodities,-5.97E-06,2.47E-08,5.99E-06,6.02E-06,1,600
projection,-5.97E-06,7.42E-08,6.04E-06,6.12E-06,3,605
injustice,-5.97E-06,2.72E-07,6.24E-06,6.52E-06,11,625
rulers,-5.97E-06,8.91E-07,6.86E-06,7.75E-06,36,687
valve,-5.97E-06,1.51E-06,7.48E-06,8.99E-06,61,749
si,-5.97E-06,0,5.97E-06,5.97E-06,0,598
dock,-5.97E-06,7.00E-06,1.30E-05,2.00E-05,283,1299
circumstance,-5.97E-06,4.95E-08,6.02E-06,6.07E-06,2,603
enclosure,-5.98E-06,1.48E-07,6.12E-06,6.27E-06,6,613
anglican,-5.98E-06,3.96E-07,6.37E-06,6.77E-06,16,638
ordeal,-5.98E-06,7.42E-08,6.05E-06,6.13E-06,3,606
reminding,-5.98E-06,0,5.98E-06,5.98E-06,0,599
excuses,-5.99E-06,1.98E-07,6.18E-06,6.38E-06,8,619
attacker,-5.99E-06,2.97E-07,6.28E-06,6.58E-06,12,629
learner,-5.99E-06,4.45E-07,6.43E-06,6.88E-06,18,644
upward,-5.99E-06,1.16E-06,7.15E-06,8.32E-06,47,716
groaned,-5.99E-06,0,5.99E-06,5.99E-06,0,600
comprehension,-5.99E-06,9.90E-08,6.09E-06,6.19E-06,4,610
faction,-6.00E-06,1.39E-06,7.38E-06,8.77E-06,56,739
splitting,-6.00E-06,7.42E-08,6.07E-06,6.15E-06,3,608
geared,-6.00E-06,1.24E-07,6.12E-06,6.25E-06,5,613
shaken,-6.00E-06,2.35E-06,8.35E-06,1.07E-05,95,836
thermal,-6.00E-06,7.92E-07,6.79E-06,7.58E-06,32,680
hugh,-6.00E-06,1.47E-05,2.07E-05,3.55E-05,596,2077
spouse,-6.00E-06,3.22E-07,6.32E-06,6.65E-06,13,633
crouched,-6.00E-06,0,6.00E-06,6.00E-06,0,601
roared,-6.00E-06,4.95E-08,6.05E-06,6.10E-06,2,606
garments,-6.00E-06,9.90E-08,6.10E-06,6.20E-06,4,611
excellence,-6.01E-06,1.34E-06,7.34E-06,8.68E-06,54,735
surge,-6.01E-06,2.10E-06,8.11E-06,1.02E-05,85,812
resident,-6.01E-06,1.51E-05,2.11E-05,3.61E-05,609,2110
muscular,-6.01E-06,2.72E-07,6.28E-06,6.56E-06,11,629
aided,-6.01E-06,3.22E-07,6.33E-06,6.66E-06,13,634
gloves,-6.01E-06,4.11E-06,1.01E-05,1.42E-05,166,1013
%,-6.01E-06,0,6.01E-06,6.01E-06,0,602
woven,-6.01E-06,4.95E-08,6.06E-06,6.11E-06,2,607
drastic,-6.02E-06,8.17E-07,6.83E-06,7.65E-06,33,684
identifies,-6.02E-06,0,6.02E-06,6.02E-06,0,603
homosexual,-6.03E-06,2.38E-06,8.40E-06,1.08E-05,96,841
wilderness,-6.03E-06,8.17E-07,6.84E-06,7.66E-06,33,685
directing,-6.03E-06,2.47E-08,6.05E-06,6.08E-06,1,606
delegate,-6.03E-06,7.42E-08,6.10E-06,6.18E-06,3,611
harmless,-6.03E-06,6.43E-07,6.67E-06,7.32E-06,26,668
crosses,-6.03E-06,9.40E-07,6.97E-06,7.91E-06,38,698
embarked,-6.03E-06,0,6.03E-06,6.03E-06,0,604
manoeuvre,-6.03E-06,4.95E-08,6.08E-06,6.13E-06,2,609
admissions,-6.03E-06,9.90E-08,6.13E-06,6.23E-06,4,614
separating,-6.04E-06,2.47E-08,6.06E-06,6.09E-06,1,607
monastery,-6.04E-06,1.24E-07,6.16E-06,6.29E-06,5,617
dashed,-6.04E-06,2.72E-07,6.31E-06,6.59E-06,11,632
displaced,-6.04E-06,0,6.04E-06,6.04E-06,0,605
escaping,-6.04E-06,9.90E-08,6.14E-06,6.24E-06,4,615
handles,-6.05E-06,9.65E-07,7.01E-06,7.98E-06,39,702
opted,-6.05E-06,2.47E-08,6.07E-06,6.10E-06,1,608
picturesque,-6.05E-06,7.42E-08,6.12E-06,6.20E-06,3,613
80%,-6.05E-06,0,6.05E-06,6.05E-06,0,606
frustrating,-6.05E-06,4.95E-08,6.10E-06,6.15E-06,2,611
indifference,-6.05E-06,9.90E-08,6.15E-06,6.25E-06,4,616
norwich,-6.06E-06,8.64E-06,1.47E-05,2.33E-05,349,1471
pleasing,-6.06E-06,1.24E-07,6.18E-06,6.31E-06,5,619
lincolnshire,-6.06E-06,0,6.06E-06,6.06E-06,0,607
effected,-6.07E-06,2.47E-08,6.09E-06,6.12E-06,1,610
ammunition,-6.07E-06,1.24E-07,6.19E-06,6.32E-06,5,620
regeneration,-6.07E-06,1.73E-07,6.24E-06,6.42E-06,7,625
registrar,-6.07E-06,4.21E-07,6.49E-06,6.91E-06,17,650
advising,-6.07E-06,0,6.07E-06,6.07E-06,0,608
counsellor,-6.08E-06,1.48E-07,6.22E-06,6.37E-06,6,623
apartments,-6.08E-06,2.47E-07,6.32E-06,6.57E-06,10,633
powered,-6.08E-06,9.16E-07,6.99E-06,7.91E-06,37,700
mansell,-6.08E-06,1.06E-06,7.14E-06,8.21E-06,43,715
mitterrand,-6.08E-06,2.47E-08,6.10E-06,6.13E-06,1,611
modify,-6.08E-06,1.21E-06,7.29E-06,8.50E-06,49,730
imaginary,-6.08E-06,1.36E-06,7.44E-06,8.80E-06,55,745
15%,-6.08E-06,0,6.08E-06,6.08E-06,0,609
chooses,-6.08E-06,4.95E-08,6.13E-06,6.18E-06,2,614
correction,-6.09E-06,4.95E-07,6.58E-06,7.08E-06,20,659
luggage,-6.09E-06,5.94E-07,6.68E-06,7.28E-06,24,669
articulate,-6.09E-06,7.42E-08,6.16E-06,6.24E-06,3,617
tidy,-6.09E-06,4.53E-06,1.06E-05,1.51E-05,183,1063
sworn,-6.09E-06,3.22E-07,6.41E-06,6.73E-06,13,642
hauled,-6.09E-06,0,6.09E-06,6.09E-06,0,610
yugoslav,-6.09E-06,9.90E-08,6.19E-06,6.29E-06,4,620
energetic,-6.10E-06,1.01E-06,7.11E-06,8.13E-06,41,712
deterrent,-6.10E-06,2.47E-08,6.12E-06,6.15E-06,1,613
undergo,-6.10E-06,7.42E-08,6.17E-06,6.25E-06,3,618
twisting,-6.10E-06,1.24E-07,6.22E-06,6.35E-06,5,623
hire,-6.10E-06,1.10E-05,1.71E-05,2.80E-05,443,1708
obstacle,-6.10E-06,3.71E-07,6.47E-06,6.84E-06,15,648
10th,-6.10E-06,0,6.10E-06,6.10E-06,0,611
wastes,-6.10E-06,9.90E-08,6.20E-06,6.30E-06,4,621
homosexuality,-6.11E-06,7.42E-08,6.18E-06,6.26E-06,3,619
memories,-6.11E-06,2.02E-05,2.63E-05,4.65E-05,816,2633
95,-6.11E-06,0,6.11E-06,6.11E-06,0,612
murders,-6.12E-06,4.95E-07,6.61E-06,7.11E-06,20,662
broadcasts,-6.12E-06,2.47E-08,6.14E-06,6.17E-06,1,615
austria,-6.12E-06,6.75E-06,1.29E-05,1.96E-05,273,1289
terrorist,-6.12E-06,1.93E-06,8.05E-06,9.98E-06,78,806
nec,-6.12E-06,0,6.12E-06,6.12E-06,0,613
knit,-6.13E-06,4.75E-06,1.09E-05,1.56E-05,192,1089
electrons,-6.13E-06,7.42E-08,6.20E-06,6.28E-06,3,621
imitation,-6.13E-06,2.23E-07,6.35E-06,6.58E-06,9,636
junctions,-6.13E-06,0,6.13E-06,6.13E-06,0,614
indifferent,-6.13E-06,4.95E-08,6.18E-06,6.23E-06,2,619
calendar,-6.14E-06,5.02E-06,1.12E-05,1.62E-05,203,1117
arab,-6.14E-06,2.02E-05,2.64E-05,4.66E-05,817,2638
auguste,-6.14E-06,9.65E-07,7.10E-06,8.07E-06,39,711
regain,-6.14E-06,2.47E-08,6.16E-06,6.19E-06,1,617
scanning,-6.14E-06,1.73E-07,6.31E-06,6.49E-06,7,632
casualty,-6.14E-06,1.36E-06,7.50E-06,8.86E-06,55,751
ms-dos,-6.14E-06,0,6.14E-06,6.14E-06,0,615
sensory,-6.14E-06,9.90E-08,6.24E-06,6.34E-06,4,625
enters,-6.14E-06,2.28E-06,8.42E-06,1.07E-05,92,843
prohibited,-6.15E-06,1.98E-07,6.34E-06,6.54E-06,8,635
routines,-6.15E-06,0,6.15E-06,6.15E-06,0,616
mcallister,-6.16E-06,1.16E-06,7.32E-06,8.49E-06,47,733
carriers,-6.16E-06,2.23E-07,6.38E-06,6.61E-06,9,639
profoundly,-6.16E-06,0,6.16E-06,6.16E-06,0,617
circuits,-6.16E-06,4.95E-08,6.21E-06,6.26E-06,2,622
runners,-6.17E-06,1.95E-06,8.12E-06,1.01E-05,79,813
passionate,-6.17E-06,3.04E-06,9.21E-06,1.23E-05,123,922
theatrical,-6.17E-06,2.47E-08,6.19E-06,6.22E-06,1,620
stirling,-6.17E-06,3.81E-06,9.98E-06,1.38E-05,154,999
filming,-6.17E-06,1.73E-07,6.34E-06,6.52E-06,7,635
thoughtful,-6.17E-06,2.23E-07,6.39E-06,6.62E-06,9,640
socio-economic,-6.17E-06,0,6.17E-06,6.17E-06,0,618
quotes,-6.18E-06,8.17E-07,6.99E-06,7.81E-06,33,700
defect,-6.18E-06,1.39E-06,7.56E-06,8.95E-06,56,757
antique,-6.18E-06,2.52E-06,8.70E-06,1.12E-05,102,871
bridges,-6.18E-06,4.23E-06,1.04E-05,1.46E-05,171,1042
o.,-6.18E-06,0,6.18E-06,6.18E-06,0,619
admitting,-6.18E-06,4.95E-08,6.23E-06,6.28E-06,2,624
starving,-6.19E-06,2.97E-07,6.48E-06,6.78E-06,12,649
acquaintance,-6.19E-06,2.47E-08,6.21E-06,6.24E-06,1,622
warehouse,-6.19E-06,3.69E-06,9.88E-06,1.36E-05,149,989
4th,-6.19E-06,0,6.19E-06,6.19E-06,0,620
physiological,-6.19E-06,4.95E-08,6.24E-06,6.29E-06,2,625
terrifying,-6.20E-06,2.47E-08,6.22E-06,6.25E-06,1,623
tolerate,-6.20E-06,1.24E-07,6.32E-06,6.45E-06,5,633
immunity,-6.20E-06,1.73E-07,6.37E-06,6.55E-06,7,638
wacc,-6.20E-06,0,6.20E-06,6.20E-06,0,621
filing,-6.21E-06,3.22E-07,6.53E-06,6.85E-06,13,654
navigation,-6.21E-06,4.21E-07,6.63E-06,7.05E-06,17,664
derives,-6.21E-06,0,6.21E-06,6.21E-06,0,622
extensions,-6.22E-06,2.97E-07,6.51E-06,6.81E-06,12,652
geology,-6.22E-06,9.16E-07,7.13E-06,8.05E-06,37,714
buys,-6.22E-06,1.01E-06,7.23E-06,8.25E-06,41,724
suspicions,-6.22E-06,2.47E-08,6.24E-06,6.27E-06,1,625
reformers,-6.22E-06,7.42E-08,6.29E-06,6.37E-06,3,630
displaying,-6.22E-06,0,6.22E-06,6.22E-06,0,623
basement,-6.22E-06,2.18E-06,8.40E-06,1.06E-05,88,841
incorrect,-6.23E-06,7.67E-07,6.99E-06,7.76E-06,31,700
novelist,-6.23E-06,2.47E-07,6.47E-06,6.72E-06,10,648
weigh,-6.23E-06,3.96E-07,6.62E-06,7.02E-06,16,663
tactical,-6.23E-06,4.45E-07,6.67E-06,7.12E-06,18,668
costume,-6.23E-06,4.95E-07,6.72E-06,7.22E-06,20,673
denial,-6.23E-06,1.26E-06,7.49E-06,8.75E-06,51,750
cargo,-6.23E-06,2.50E-06,8.73E-06,1.12E-05,101,874
15th,-6.23E-06,0,6.23E-06,6.23E-06,0,624
mildly,-6.23E-06,4.95E-08,6.28E-06,6.33E-06,2,629
reservation,-6.24E-06,1.98E-07,6.43E-06,6.63E-06,8,644
ladies,-6.24E-06,2.65E-05,3.28E-05,5.93E-05,1073,3282
secrecy,-6.24E-06,4.95E-07,6.73E-06,7.23E-06,20,674
secretly,-6.24E-06,9.40E-07,7.18E-06,8.12E-06,38,719
divorced,-6.24E-06,3.12E-06,9.36E-06,1.25E-05,126,937
shaft,-6.24E-06,2.60E-06,8.84E-06,1.14E-05,105,885
croydon,-6.24E-06,0,6.24E-06,6.24E-06,0,625
disliked,-6.24E-06,4.95E-08,6.29E-06,6.34E-06,2,630
tempting,-6.24E-06,6.19E-07,6.86E-06,7.48E-06,25,687
variance,-6.24E-06,9.90E-08,6.34E-06,6.44E-06,4,635
fascination,-6.25E-06,2.47E-07,6.49E-06,6.74E-06,10,650
latent,-6.25E-06,2.97E-07,6.54E-06,6.84E-06,12,655
rejecting,-6.25E-06,2.47E-08,6.27E-06,6.30E-06,1,628
drawers,-6.25E-06,2.23E-07,6.47E-06,6.70E-06,9,648
inspect,-6.25E-06,3.22E-07,6.57E-06,6.89E-06,13,658
reproduce,-6.25E-06,0,6.25E-06,6.25E-06,0,626
coarse,-6.25E-06,1.48E-07,6.40E-06,6.55E-06,6,641
defenders,-6.26E-06,2.97E-07,6.55E-06,6.85E-06,12,656
spectacle,-6.26E-06,1.24E-07,6.38E-06,6.51E-06,5,639
committing,-6.26E-06,0,6.26E-06,6.26E-06,0,627
triggered,-6.26E-06,4.95E-08,6.31E-06,6.36E-06,2,632
georgian,-6.26E-06,1.71E-06,7.97E-06,9.68E-06,69,798
distressed,-6.27E-06,2.47E-08,6.29E-06,6.32E-06,1,630
rubbing,-6.27E-06,1.24E-07,6.39E-06,6.52E-06,5,640
inspectorate,-6.27E-06,0,6.27E-06,6.27E-06,0,628
sleeves,-6.28E-06,3.96E-07,6.67E-06,7.07E-06,16,668
responsive,-6.28E-06,2.47E-08,6.30E-06,6.33E-06,1,631
sexes,-6.28E-06,5.94E-07,6.87E-06,7.47E-06,24,688
