"Day","Month","Year","Frequency"
"30","8","1948","2"
"9","10","1944","1"
"11","3","1965","8"
"4","6","1946","2"
"21","3","1943","4"
"2","4","1985","110"
"5","5","1998","25"
"28","11","1913","9"
"1","2","1942","2"
"2","11","1930","16"
"16","8","1974","22"
"16","1","1985","100"
"20","0","1978","45"
"13","0","1948","5"
"4","5","1998","17"
"10","5","1971","18"
"21","7","1975","21"
"10","2","1983","87"
"30","9","1960","9"
"28","0","1968","13"
"21","0","1935","42"
"29","7","1978","24"
"1","10","1984","84"
"8","4","1982","46"
"15","2","2004","66"
"4","5","2000","25"
"6","0","1978","40"
"29","8","1920","9"
"18","7","1982","57"
"28","1","1992","147"
"3","1","1943","8"
"28","0","2012","9"
"1","4","1956","7"
"3","7","1956","5"
"26","9","1968","11"
"7","11","2000","11"
"26","9","1962","8"
"15","11","1946","5"
"27","11","2010","16"
"21","6","1964","3"
"14","4","1988","144"
"1","4","1921","8"
"7","3","1941","1"
"3","1","1914","6"
"23","7","1923","22"
"8","2","1981","43"
"8","1","1916","3"
"12","8","1922","10"
"30","4","1963","4"
"9","10","2010","12"
"30","11","1924","25"
"24","3","1973","19"
"12","11","1932","20"
"6","11","2006","95"
"17","7","1985","96"
"25","6","1946","1"
"23","7","1958","5"
"12","11","1920","13"
"27","4","1985","109"
"13","9","1941","2"
"24","3","1938","7"
"18","3","1951","3"
"1","11","1989","316"
"11","6","1925","13"
"20","10","1938","14"
"16","1","1943","4"
"10","2","1992","145"
"27","3","1921","12"
"31","0","1919","9"
"28","4","1962","4"
"10","1","1952","6"
"4","8","1919","8"
"22","6","1936","7"
"10","8","1968","8"
"20","4","1977","34"
"12","6","2008","54"
"16","9","1998","25"
"1","11","1918","10"
"30","3","2005","53"
"19","2","1919","15"
"30","3","2002","28"
"2","9","1959","3"
"24","0","1944","5"
"25","8","1952","6"
"25","1","1921","7"
"16","8","1946","2"
"24","1","1957","4"
"6","11","2009","8"
"3","10","1969","8"
"5","8","1901","1"
"4","2","1990","119"
"21","2","1941","3"
"9","7","2009","19"
"10","8","1939","2"
"19","0","1986","251"
"22","2","1983","70"
"17","8","1980","54"
"25","10","2001","62"
"14","7","1933","8"
"17","6","1927","9"
"5","5","2001","57"
"19","10","1943","1"
"20","8","1905","1"
"12","6","1958","7"
"23","0","1964","10"
"10","6","1983","86"
"15","3","1983","83"
"26","7","1932","11"
"2","0","1931","11"
"16","6","1921","11"
"28","5","1928","10"
"21","2","1919","9"
"28","5","1925","5"
"23","2","1994","83"
"12","7","1989","197"
"4","6","1993","101"
"16","4","1972","22"
"25","9","2006","69"
"13","4","1935","9"
"1","5","1953","3"
"20","3","1989","144"
"18","4","1920","12"
"15","0","2000","51"
"31","7","2011","4"
"5","1","1974","19"
"25","4","1993","102"
"22","3","2008","63"
"8","8","1985","120"
"11","0","1956","6"
"2","5","1986","112"
"6","4","1998","23"
"7","0","1955","1"
"5","7","2003","42"
"13","6","1938","5"
"25","9","1951","1"
"2","1","1913","2"
"14","1","1944","6"
"22","9","1953","4"
"2","1","1916","4"
"21","0","1924","66"
"31","9","1933","1"
"30","0","1983","106"
"12","5","1958","8"
"31","2","1950","1"
"8","6","1941","1"
"27","8","1939","3"
"23","11","1986","193"
"10","9","1916","3"
"24","0","2010","14"
"11","9","1928","13"
"3","9","2003","42"
"16","10","1986","155"
"26","10","2009","7"
"7","3","1932","9"
"7","6","1975","12"
"13","1","1989","147"
"25","2","1974","16"
"1","11","1963","12"
"7","2","1962","7"
"16","4","1917","15"
"16","5","1995","78"
"21","9","1915","8"
"21","0","1945","12"
"14","5","1982","73"
"8","3","1969","7"
"16","6","1960","8"
"7","3","1934","6"
"14","8","1934","10"
"28","11","1969","20"
"10","8","1988","167"
"7","2","1969","5"
"20","10","1973","34"
"10","3","1962","4"
"29","0","1980","75"
"18","3","2005","71"
"3","2","1977","51"
"27","7","1963","5"
"22","8","1946","5"
"13","4","2009","23"
"6","8","1977","37"
"8","8","1995","81"
"4","5","1925","15"
"8","6","1987","93"
"27","11","1944","6"
"4","11","2001","28"
"4","11","1988","109"
"13","0","1919","37"
"2","5","1979","47"
"3","5","1952","2"
"13","6","1924","14"
"16","0","2011","19"
"20","1","1927","14"
"23","7","1981","66"
"1","6","1940","2"
"8","11","2002","35"
"10","7","1968","20"
"17","5","1952","2"
"11","5","1930","9"
"4","7","1919","6"
"23","1","2003","41"
"7","5","1943","1"
"9","3","1965","5"
"8","10","1928","12"
"2","0","1977","17"
"28","7","1917","4"
"12","8","2001","51"
"11","2","2008","51"
"16","1","1921","11"
"7","8","1956","1"
"16","11","1938","3"
"1","3","2006","106"
"1","1","1966","16"
"18","3","1977","35"
"7","7","1962","7"
"12","1","1933","11"
"21","5","1936","6"
"2","7","1959","4"
"3","8","1959","3"
"31","11","1947","1"
"2","3","1963","7"
"2","5","1913","9"
"21","3","2005","83"
"12","1","1986","130"
"30","8","1966","8"
"19","3","1945","4"
"18","0","1990","212"
"29","0","1978","48"
"15","1","1925","17"
"3","1","1972","9"
"6","10","1929","16"
"9","10","1981","57"
"22","10","1939","2"
"1","6","1959","10"
"11","1","1999","19"
"12","2","1960","5"
"13","4","1977","26"
"16","7","1992","116"
"18","11","2003","51"
"7","9","2010","6"
"9","3","1977","24"
"10","7","1962","4"
"9","10","2007","56"
"8","1","1914","3"
"4","5","1954","5"
"22","5","1954","2"
"27","0","1979","78"
"24","1","1952","3"
"11","5","1962","4"
"5","4","1974","15"
"30","0","1943","2"
"21","2","1938","7"
"12","7","1985","125"
"6","11","1961","3"
"26","1","1998","28"
"19","7","1981","74"
"13","1","1984","73"
"22","8","1913","10"
"17","0","2005","98"
"20","4","1984","82"
"25","4","1915","7"
"17","3","1925","23"
"5","2","1994","73"
"22","10","2006","119"
"13","8","1916","7"
"2","6","1946","2"
"3","4","1966","11"
"3","4","1922","2"
"12","6","1984","122"
"4","6","1965","5"
"5","4","1971","10"
"16","5","2001","30"
"23","5","2010","3"
"27","5","1981","57"
"11","2","1933","14"
"13","7","1926","5"
"6","7","1944","1"
"15","2","1945","2"
"4","7","1979","36"
"21","6","2012","14"
"8","1","1947","3"
"22","5","1994","80"
"4","4","1965","6"
"11","0","1998","23"
"9","0","1955","2"
"25","0","1984","124"
"1","2","1957","7"
"26","8","1955","2"
"26","0","1991","222"
"8","3","1921","11"
"15","5","1992","147"
"4","7","1922","8"
"27","7","2000","26"
"15","0","1999","39"
"25","3","1923","12"
"27","3","1935","9"
"16","9","1966","11"
"19","7","1919","11"
"2","0","2012","8"
"13","9","1960","7"
"8","6","2002","36"
"12","6","1959","5"
"30","5","2006","61"
"9","5","1919","2"
"5","8","1985","87"
"14","10","1973","17"
"21","3","1992","141"
"24","11","1945","4"
"10","6","1938","1"
"15","8","1903","1"
"21","0","1964","8"
"14","10","1922","28"
"18","6","1918","13"
"24","7","1962","6"
"9","1","1970","12"
"28","6","1943","1"
"16","7","2006","69"
"19","10","1965","17"
"10","7","2002","31"
"15","3","1942","2"
"28","11","1973","22"
"23","0","1981","84"
"4","11","1959","3"
"7","9","1916","9"
"7","10","1962","3"
"23","1","1938","5"
"6","6","1929","15"
"25","1","1965","8"
"12","7","1948","2"
"21","10","2005","113"
"7","6","1973","2"
"25","10","1958","6"
"29","4","1974","16"
"1","6","1964","15"
"21","6","1981","56"
"13","11","1958","8"
"3","10","1943","2"
"31","2","1978","4"
"26","4","1945","2"
"22","3","2010","10"
"11","5","1923","13"
"7","0","1924","16"
"22","1","1950","13"
"15","8","1925","18"
"15","7","1916","8"
"16","6","1954","2"
"15","10","1927","26"
"22","9","1969","11"
"30","4","1950","3"
"28","7","1990","171"
"28","9","1998","17"
"6","1","1964","6"
"15","9","1959","4"
"4","3","1993","79"
"24","11","1923","17"
"30","3","1935","13"
"31","11","1944","5"
"12","3","1928","10"
"10","6","1961","4"
"17","0","2011","12"
"5","5","1956","1"
"27","9","1944","1"
"3","8","1948","1"
"8","0","1917","7"
"20","5","1935","7"
"13","10","1918","25"
"13","5","1972","10"
"8","10","1985","92"
"6","11","1929","11"
"17","9","1994","80"
"16","2","1945","4"
"30","2","1922","5"
"24","5","2006","63"
"15","4","1937","5"
"17","10","1970","27"
"29","8","1985","104"
"12","10","1964","7"
"2","4","1999","21"
"28","7","1973","15"
"10","6","1996","55"
"19","7","1982","100"
"20","1","1929","15"
"15","2","2006","110"
"26","8","1926","19"
"5","0","1974","16"
"14","3","2003","62"
"25","3","2003","59"
"6","7","2003","62"
"12","0","1996","136"
"6","8","1970","15"
"5","3","2002","18"
"1","9","1932","24"
"29","7","1955","3"
"14","6","2005","62"
"28","6","1922","5"
"18","8","1977","30"
"15","0","2013","42"
"18","5","1999","26"
"4","1","1923","3"
"2","9","1919","4"
"29","7","1936","9"
"7","1","1955","7"
"21","2","1974","24"
"10","1","1953","6"
"1","5","1976","21"
"30","6","1949","3"
"15","11","1974","27"
"20","1","1924","15"
"22","3","1976","17"
"2","4","1941","1"
"18","3","1992","141"
"28","8","1987","147"
"3","7","1916","5"
"28","7","1952","4"
"29","0","1922","12"
"17","8","1921","12"
"6","8","1929","7"
"26","3","1999","24"
"29","0","1955","8"
"24","9","1996","42"
"6","8","1976","24"
"11","9","1940","1"
"5","10","1982","55"
"10","4","1924","10"
"13","2","2003","55"
"14","7","1955","5"
"28","1","1975","22"
"23","3","1990","207"
"27","5","1921","3"
"13","3","1957","7"
"21","8","1991","149"
"17","6","1988","143"
"31","11","1914","10"
"20","11","1937","6"
"19","11","1969","34"
"22","3","2001","26"
"2","11","1970","16"
"7","0","1987","90"
"15","7","1944","1"
"14","2","1975","32"
"9","11","2001","69"
"12","10","1978","62"
"2","1","1970","13"
"15","8","1914","7"
"7","2","1964","5"
"2","10","1989","128"
"21","10","1962","12"
"29","10","2002","55"
"5","6","1956","3"
"3","9","1987","161"
"3","1","1946","1"
"23","4","1942","1"
"1","2","1927","24"
"25","2","2005","82"
"30","9","1967","4"
"16","2","2007","112"
"10","11","1947","6"
"17","1","1992","140"
"10","11","2009","14"
"22","2","1969","11"
"26","0","1928","30"
"21","3","1938","6"
"14","1","1953","5"
"8","11","1987","106"
"29","3","1994","90"
"2","6","1910","1"
"21","2","2009","26"
"18","8","1914","7"
"17","8","1999","13"
"12","7","1968","13"
"4","10","1925","10"
"18","4","1969","6"
"14","4","1960","6"
"6","11","1958","1"
"4","11","1922","17"
"9","7","2003","49"
"12","5","1956","9"
"2","0","1990","127"
"12","9","1917","4"
"15","10","1972","20"
"30","10","1956","8"
"20","3","1971","14"
"23","10","1958","10"
"14","3","1960","9"
"20","1","1945","5"
"18","4","1997","35"
"28","10","2011","16"
"4","2","2010","2"
"23","11","1963","14"
"15","11","1930","17"
"7","11","1958","6"
"6","0","2011","11"
"22","2","1950","5"
"9","8","2012","6"
"16","4","1983","63"
"30","5","1927","7"
"11","2","2005","75"
"5","10","1964","1"
"9","9","1936","2"
"25","11","1965","11"
"26","4","1961","5"
"15","6","1942","2"
"10","9","1940","6"
"15","0","1944","9"
"15","9","2002","57"
"1","1","1982","70"
"3","1","2000","15"
"6","2","1964","7"
"7","9","2000","18"
"2","6","1983","74"
"4","7","1952","1"
"19","3","1925","17"
"4","8","1962","2"
"24","11","1938","9"
"9","0","1961","3"
"18","4","1926","16"
"24","5","1913","3"
"13","2","1925","15"
"6","8","1945","3"
"12","10","1974","27"
"5","11","2012","11"
"4","4","1916","4"
"22","10","1961","17"
"8","10","2001","21"
"10","5","1963","8"
"28","8","1939","3"
"13","0","1973","20"
"7","0","1954","3"
"5","5","1937","2"
"29","6","1977","34"
"27","2","1948","2"
"17","9","1913","10"
"22","2","1922","35"
"31","6","1923","1"
"17","0","1996","86"
"14","6","1936","7"
"6","6","1962","5"
"5","9","1957","1"
"19","11","1958","10"
"19","4","1982","74"
"20","5","2002","37"
"11","5","2009","11"
"19","7","1988","219"
"15","6","1960","5"
"14","5","1950","3"
"15","2","1965","10"
"11","10","1981","60"
"30","4","1971","19"
"1","5","2005","58"
"16","7","1970","11"
"29","0","1924","14"
"7","2","1932","9"
"3","4","1973","7"
"10","1","1987","143"
"30","9","1918","7"
"17","5","1984","84"
"15","11","1988","182"
"21","5","1981","73"
"13","6","1958","1"
"2","1","1968","13"
"22","10","1997","46"
"30","2","1994","2"
"2","5","1947","1"
"5","10","1920","6"
"12","10","1993","170"
"21","2","1958","6"
"25","0","1994","163"
"19","7","1916","9"
"22","3","2007","67"
"25","6","2006","70"
"17","6","1936","6"
"5","5","1955","10"
"18","9","1995","67"
"2","3","1935","7"
"1","6","1934","17"
"4","0","1933","10"
"12","0","2009","70"
"1","0","1991","146"
"6","0","1922","10"
"21","9","1955","12"
"17","4","1921","19"
"4","4","1943","2"
"10","6","1922","9"
"30","9","1992","113"
"17","4","1930","22"
"23","2","1927","7"
"10","4","1942","2"
"16","7","1922","10"
"1","7","1926","11"
"11","2","2011","15"
"19","0","1997","110"
"7","7","1950","2"
"3","2","1981","134"
"28","2","2001","22"
"12","9","1971","13"
"24","10","1921","15"
"23","2","1967","5"
"13","3","1986","99"
"12","9","1932","18"
"31","6","1916","4"
"9","2","1919","2"
"15","9","1940","2"
"2","4","1978","37"
"21","7","2002","26"
"7","0","1959","4"
"24","5","1984","95"
"8","3","1936","5"
"3","5","1992","111"
"20","6","1998","28"
"23","0","1960","11"
"15","7","1981","73"
"7","9","1914","6"
"15","2","2010","5"
"1","11","1943","5"
"26","7","1966","11"
"10","11","1946","7"
"15","9","1994","79"
"15","7","2006","96"
"5","0","1992","118"
"29","7","1973","18"
"18","5","1988","140"
"4","10","2003","28"
"9","3","1971","12"
"23","11","1913","10"
"19","5","1997","43"
"12","4","1937","6"
"25","8","2011","13"
"21","9","1998","24"
"20","6","1923","25"
"12","6","1976","21"
"8","2","1990","118"
"19","1","1945","3"
"14","0","1950","3"
"7","7","1925","10"
"3","5","1925","6"
"12","11","1943","3"
"12","4","1960","8"
"27","10","1930","27"
"7","9","1995","52"
"7","6","1961","1"
"11","6","1989","157"
"3","6","1965","6"
"21","1","1937","4"
"24","3","1914","5"
"10","4","2007","64"
"5","5","1979","39"
"4","0","1988","112"
"19","6","2006","101"
"3","4","1927","12"
"25","0","1957","10"
"1","7","1932","5"
"4","1","2007","62"
"20","0","1920","14"
"11","10","1929","11"
"26","4","1935","5"
"13","6","2008","49"
"26","5","1953","1"
"10","8","1976","30"
"5","7","1923","15"
"19","2","1992","173"
"8","6","1995","49"
"11","4","1984","126"
"2","7","1998","22"
"2","0","1956","7"
"9","9","2001","32"
"2","8","1950","3"
"12","0","1932","33"
"22","3","1959","4"
"27","4","1999","22"
"13","8","1982","62"
"3","1","1987","90"
"22","1","1919","6"
"25","4","2005","55"
"19","8","1967","15"
"19","4","1929","17"
"19","11","1989","246"
"6","6","1963","8"
"28","9","1937","9"
"3","10","1965","4"
"8","10","2000","15"
"28","1","1958","8"
"12","8","1944","3"
"14","6","1918","7"
"27","10","1951","5"
"5","10","1917","8"
"15","3","2004","55"
"7","4","1936","1"
"2","11","2002","47"
"11","10","2006","71"
"25","2","1988","142"
"21","4","1999","22"
"6","11","1979","44"
"2","9","1973","9"
"28","2","1976","17"
"7","9","1955","3"
"26","0","1924","15"
"11","7","1930","6"
"3","11","1962","3"
"7","11","1978","28"
"21","6","1944","2"
"30","7","1958","4"
"31","0","1940","5"
"8","9","1978","24"
"6","11","1914","7"
"3","8","1987","110"
"16","3","1952","4"
"1","10","1955","6"
"12","0","1915","30"
"18","4","1990","173"
"22","7","2000","42"
"28","7","1963","6"
"19","1","1944","1"
"15","4","2001","30"
"19","5","1917","8"
"6","0","1933","14"
"17","5","1982","75"
"4","6","1933","7"
"4","1","2004","46"
"25","7","1976","21"
"15","9","1955","3"
"8","10","1926","17"
"17","4","1914","3"
"15","8","2006","66"
"9","8","1925","2"
"9","2","1947","1"
"19","6","2008","42"
"3","2","1932","2"
"19","3","1975","28"
"27","4","1971","14"
"26","8","1918","8"
"21","0","1927","27"
"3","4","1951","3"
"20","0","1938","13"
"4","8","1923","12"
"29","3","1961","5"
"8","2","1993","87"
"13","1","1983","70"
"22","1","1956","5"
"16","4","1929","18"
"2","8","1990","182"
"13","2","1985","105"
"8","0","1970","14"
"5","10","1956","1"
"28","4","1980","42"
"8","11","1989","148"
"7","7","1948","2"
"1","9","1925","10"
"2","2","1965","21"
"3","0","1997","51"
"23","0","1945","14"
"18","6","2012","5"
"8","10","2007","37"
"10","3","1923","11"
"4","1","2001","23"
"31","0","1956","11"
"20","11","1966","12"
"24","6","1973","11"
"3","7","1997","32"
"6","10","1917","5"
"30","9","1983","73"
"14","11","1914","19"
"18","0","2009","64"
"17","4","1951","1"
"2","1","2008","59"
"15","3","1952","1"
"8","4","2012","6"
"5","0","1986","101"
"17","6","1956","5"
"30","2","2008","5"
"4","3","1941","2"
"4","9","1966","6"
"19","7","1921","7"
"5","5","1914","6"
"29","7","1965","6"
"20","3","1946","1"
"7","8","1983","55"
"22","0","1983","123"
"15","6","1973","20"
"10","1","1916","3"
"27","3","2000","21"
"23","3","1924","13"
"12","5","1997","60"
"23","10","1913","10"
"25","7","1952","4"
"12","10","1904","1"
"21","9","1913","9"
"12","1","1927","13"
"2","0","1949","1"
"25","0","2006","202"
"21","10","1957","7"
"11","11","1921","18"
"9","0","2000","13"
"18","3","1969","10"
"5","11","2006","58"
"16","9","2011","6"
"4","4","1992","113"
"18","0","1997","62"
"5","2","1972","13"
"6","6","1930","13"
"19","11","1992","225"
"23","0","1977","48"
"26","0","1990","228"
"12","9","2007","76"
"3","7","1950","3"
"3","8","1960","1"
"10","1","2011","9"
"24","5","1967","2"
"13","3","1943","2"
"5","9","1970","9"
"19","11","1918","7"
"27","10","1960","5"
"6","7","1984","73"
"10","6","1919","7"
"24","4","1958","8"
"22","1","1922","22"
"2","4","2008","79"
"26","0","1927","29"
"14","0","1983","109"
"6","0","1972","21"
"9","7","1976","23"
"20","7","1934","9"
"26","0","1944","1"
"1","4","2012","12"
"10","4","1925","9"
"22","3","1930","22"
"5","9","1988","127"
"1","3","1987","124"
"29","0","1966","9"
"19","3","1932","12"
"17","7","2009","20"
"8","3","1973","16"
"24","6","2001","18"
"26","9","1956","2"
"27","3","1947","1"
"15","8","2005","72"
"10","3","1976","21"
"4","0","1978","25"
"29","5","1954","3"
"9","2","1986","87"
"6","9","2004","53"
"12","9","1929","11"
"17","0","1928","21"
"21","3","1999","20"
"1","11","2007","119"
"5","2","1935","5"
"8","2","1963","4"
"25","6","1937","9"
"11","2","1969","18"
"25","8","1923","12"
"3","1","1981","34"
"1","3","1954","3"
"22","0","2009","48"
"6","5","1926","1"
"28","11","2001","52"
"7","4","1931","8"
"30","8","1997","27"
"23","3","1926","26"
"10","4","1999","24"
"14","7","2004","51"
"30","9","1958","1"
"23","4","2009","25"
"2","8","1964","4"
"1","2","1930","31"
"6","9","1970","10"
"7","2","2006","51"
"26","2","1991","128"
"21","3","1921","23"
"21","6","1916","4"
"7","4","1953","2"
"14","11","2010","11"
"16","3","2003","40"
"6","3","1924","4"
"9","11","1934","4"
"23","3","1920","10"
"5","6","2007","171"
"18","1","1939","5"
"10","2","1915","4"
"27","0","1931","23"
"20","1","1997","57"
"20","5","1945","1"
"6","0","1917","5"
"6","9","1925","15"
"19","10","2010","31"
"24","1","1941","3"
"3","2","2010","15"
"22","5","1927","8"
"9","9","2005","91"
"16","3","1983","82"
"12","2","1946","4"
"5","0","1927","5"
"5","10","1961","4"
"26","5","2006","99"
"15","11","1924","7"
"15","6","2009","29"
"26","11","1963","10"
"12","5","1983","107"
"30","7","1924","8"
"6","3","1921","7"
"6","4","1990","147"
"14","6","1993","109"
"25","11","1918","26"
"29","0","2011","12"
"5","9","1921","9"
"3","6","2001","28"
"19","10","2004","62"
"15","2","1956","9"
"19","10","1969","31"
"1","1","1927","12"
"28","6","1993","108"
"23","9","1958","7"
"28","0","1967","11"
"20","9","1979","47"
"18","10","1958","7"
"8","4","1920","9"
"19","7","1920","9"
"15","5","2011","13"
"13","1","1972","12"
"13","4","2008","50"
"15","7","1923","16"
"20","11","1926","16"
"21","6","1971","17"
"14","1","2007","107"
"11","8","2000","42"
"30","2","2005","4"
"12","0","1993","197"
"21","7","1960","4"
"21","7","1972","6"
"17","8","1943","3"
"18","5","1938","6"
"7","5","2002","29"
"28","2","1965","8"
"11","10","1921","10"
"17","4","2008","52"
"23","1","1996","66"
"7","6","1983","56"
"20","5","1970","9"
"18","11","1932","14"
"29","8","1951","2"
"18","0","1957","6"
"2","8","1945","4"
"25","2","1978","38"
"5","1","1929","7"
"11","1","1981","49"
"28","9","1964","4"
"18","5","1918","9"
"29","7","1933","5"
"17","10","1932","12"
"29","8","1957","2"
"11","7","1918","8"
"1","9","1962","7"
"13","8","2011","4"
"6","6","2011","4"
"19","4","1962","8"
"14","4","1919","19"
"26","10","1925","7"
"4","0","2002","30"
"14","9","1975","28"
"29","10","1977","57"
"11","9","2000","12"
"9","5","1954","2"
"19","4","1998","21"
"8","8","1988","163"
"2","10","1969","15"
"8","10","1956","3"
"20","11","1984","114"
"19","5","1972","20"
"21","1","1956","4"
"31","0","1921","19"
"8","4","1960","1"
"18","7","1977","21"
"7","11","1959","4"
"7","1","1990","101"
"25","7","1971","8"
"25","1","2002","39"
"1","10","1944","3"
"29","10","1974","32"
"3","2","1943","10"
"15","11","1986","150"
"6","2","1951","1"
"24","9","1985","117"
"12","6","1987","195"
"7","11","2007","74"
"16","2","1972","16"
"31","9","1937","1"
"21","3","1995","98"
"24","9","1992","139"
"15","5","1998","18"
"5","9","1968","9"
"18","7","1986","94"
"6","10","1989","153"
"6","1","1985","65"
"8","7","1913","3"
"1","7","1950","2"
"18","0","1961","6"
"2","3","1974","25"
"9","8","1933","10"
"27","8","1954","1"
"29","0","1949","5"
"19","4","2008","66"
"8","9","2002","49"
"31","11","1992","7"
"23","11","1997","36"
"16","4","1985","107"
"22","3","1997","42"
"1","2","1946","1"
"14","5","1928","14"
"19","11","1981","117"
"13","0","1974","30"
"10","8","1960","6"
"26","9","2003","81"
"8","6","1950","2"
"15","2","1979","34"
"14","7","2001","55"
"25","9","1980","62"
"11","0","1927","14"
"5","11","1973","15"
"29","11","1917","9"
"5","10","1977","28"
"27","8","1998","20"
"15","4","1946","1"
"31","2","1928","2"
"23","6","1965","5"
"24","0","2007","110"
"23","9","1978","44"
"27","3","1936","3"
"1","9","1980","85"
"26","3","1978","22"
"13","11","2003","45"
"23","10","1928","27"
"7","3","1983","49"
"2","9","1960","9"
"30","11","1939","4"
"19","11","1988","243"
"24","8","1969","17"
"19","7","1974","20"
"15","0","1972","34"
"9","7","1975","16"
"16","10","1948","6"
"17","10","1945","6"
"29","4","1960","6"
"2","8","1954","2"
"9","4","1913","3"
"19","1","1923","9"
"6","3","1949","2"
"15","8","1975","36"
"16","11","1987","187"
"20","3","1982","56"
"19","5","1924","14"
"20","10","2012","19"
"21","6","1982","86"
"12","1","1941","3"
"4","3","1983","51"
"3","11","1913","4"
"12","1","1960","10"
"7","1","1948","1"
"10","4","1998","21"
"7","9","1976","16"
"12","8","1939","3"
"22","4","1978","43"
"14","1","1978","24"
"11","0","1965","8"
"14","11","1973","32"
"5","10","1974","16"
"2","1","1915","3"
"4","11","1944","2"
"14","5","1997","51"
"4","10","1921","9"
"16","8","1914","8"
"15","5","1984","82"
"18","10","1969","22"
"26","11","1917","12"
"17","11","2009","12"
"17","11","1927","24"
"15","5","1913","4"
"25","9","1950","4"
"28","9","2009","12"
"12","0","1940","7"
"26","3","1955","10"
"15","9","1977","39"
"19","0","1927","23"
"24","2","1923","8"
"26","9","1951","3"
"6","4","2005","82"
"27","11","2012","14"
"11","5","1917","7"
"6","3","1977","25"
"11","7","1952","2"
"29","10","1983","107"
"4","1","1959","3"
"28","7","2009","18"
"10","5","1948","2"
"17","6","1966","8"
"25","9","1964","15"
"6","9","1982","55"
"12","9","1998","31"
"30","9","1925","9"
"7","1","1959","4"
"31","6","1945","3"
"10","7","1935","10"
"7","10","2011","18"
"23","9","1918","15"
"10","2","1925","4"
"2","5","1937","4"
"28","0","1922","6"
"7","5","1973","17"
"14","3","1940","5"
"20","2","1991","151"
"24","1","1981","57"
"11","4","1969","11"
"14","10","2005","139"
"17","10","1963","9"
"13","10","2002","46"
"25","9","1997","23"
"20","7","1959","4"
"23","11","1998","33"
"4","6","1986","126"
"15","7","2010","7"
"19","2","1934","11"
"9","7","1955","1"
"21","11","1983","96"
"13","10","1978","60"
"21","4","1954","4"
"5","9","1992","104"
"20","9","2005","73"
"5","10","1968","8"
"24","6","1954","7"
"7","6","1922","5"
"15","5","1942","3"
"13","10","1922","22"
"1","6","1984","163"
"20","6","1973","17"
"15","8","1910","1"
"9","0","1957","4"
"26","9","1964","7"
"24","2","1936","11"
"7","3","1981","30"
"23","7","1908","1"
"29","9","2003","47"
"3","0","1928","8"
"17","2","1998","37"
"10","10","1910","7"
"28","3","2009","28"
"3","3","1984","82"
"1","5","1931","9"
"15","4","1961","4"
"5","0","1952","7"
"4","6","1992","111"
"16","7","1924","13"
"2","5","2004","46"
"3","7","1913","4"
"4","3","1915","3"
"16","5","2012","12"
"5","0","1975","21"
"3","0","1970","12"
"14","3","1944","1"
"7","7","1952","2"
"2","8","1969","17"
"3","11","1959","2"
"13","7","1976","25"
"31","9","1925","2"
"12","0","1982","91"
"27","1","1917","2"
"12","2","1924","12"
"27","10","1934","9"
"8","0","2011","6"
"3","8","1935","1"
"7","4","1928","4"
"2","7","2005","59"
"17","2","1973","11"
"26","5","1916","3"
"23","10","1977","62"
"30","2","1990","3"
"24","0","1951","10"
"25","11","1919","39"
"11","7","1989","182"
"8","5","1957","3"
"29","11","1932","16"
"16","10","1951","5"
"31","0","1917","10"
"17","7","1928","21"
"14","8","1915","15"
"15","9","1925","11"
"19","6","1979","78"
"9","4","1964","6"
"15","6","1945","6"
"1","9","1944","2"
"27","8","1957","3"
"4","6","1968","10"
"14","0","1959","12"
"14","0","1931","44"
"14","11","2004","76"
"11","7","2001","32"
"8","5","2001","27"
"19","5","1993","142"
"28","5","1966","6"
"20","3","1929","13"
"21","5","2002","33"
"18","3","1924","20"
"21","10","1959","4"
"5","6","1962","6"
"31","2","1970","1"
"2","3","2000","21"
"29","6","1937","2"
"27","6","1938","6"
"16","7","1995","69"
"9","0","1964","6"
"28","1","1923","7"
"9","5","1939","2"
"27","11","1962","5"
"16","3","1989","162"
"17","7","2000","35"
"14","2","1966","21"
"5","2","2005","71"
"27","9","1970","9"
"11","1","1966","14"
"2","2","2007","155"
"15","8","1972","18"
"10","7","1921","6"
"5","6","1933","5"
"27","7","1947","3"
"27","8","1920","5"
"21","5","2008","55"
"15","5","1956","3"
"25","10","1926","56"
"17","7","1994","65"
"3","5","1972","9"
"25","5","1927","22"
"8","4","1945","3"
"3","2","1953","6"
"16","2","1915","6"
"20","5","1954","3"
"22","8","1968","16"
"26","11","1998","26"
"10","8","1959","9"
"24","0","2003","73"
"4","6","2010","8"
"27","8","1945","2"
"18","6","1929","15"
"5","1","1984","57"
"4","8","1957","3"
"25","6","1999","25"
"16","7","1921","5"
"23","3","1909","1"
"7","7","1922","13"
"20","4","1981","52"
"25","8","1997","36"
"1","4","1903","1"
"12","5","1990","217"
"28","7","1945","1"
"21","3","1959","3"
"5","1","1971","12"
"23","10","1965","33"
"16","7","1978","22"
"23","8","1933","16"
"5","8","1918","10"
"11","8","1985","121"
"18","4","1940","8"
"12","4","1918","4"
"16","8","1988","138"
"29","6","2010","9"
"12","5","2005","105"
"12","10","1959","7"
"18","0","1998","44"
"2","10","2008","37"
"21","0","1978","56"
"23","10","1946","3"
"31","0","2002","62"
"9","11","1916","2"
"11","9","2011","12"
"27","4","1927","18"
"1","0","2008","100"
"8","7","1978","27"
