"Word","G2","G2 Ranking","Relative Frequency Difference Ranking","Relative Frequency Difference","Relative frequency - BNC","Relative frequency - Passwords","Absolute frequency - BNC","Absolute frequency - Passwords"
"legalized","-43.59195452733485","34640","34403","-7.9962774E-7","8.4911477E-7","4.9487014E-8","85","2"
"touted","-43.59195452733485","34641","34404","-7.9962774E-7","8.4911477E-7","4.9487014E-8","85","2"
"unforgiving","-43.59195452733485","34642","34405","-7.9962774E-7","8.4911477E-7","4.9487014E-8","85","2"
"sacrosanct","-43.59195452733485","34643","34406","-7.9962774E-7","8.4911477E-7","4.9487014E-8","85","2"
"nebulous","-43.59195452733485","34644","34407","-7.9962774E-7","8.4911477E-7","4.9487014E-8","85","2"
"suitors","-43.59195452733485","34645","34408","-7.9962774E-7","8.4911477E-7","4.9487014E-8","85","2"
"hereward","-43.59195452733485","34646","34409","-7.9962774E-7","8.4911477E-7","4.9487014E-8","85","2"
"transcribe","-43.59195452733485","34647","34410","-7.9962774E-7","8.4911477E-7","4.9487014E-8","85","2"
"tankard","-43.58477755056343","34648","33217","-9.351785E-7","1.058896E-6","1.2371753E-7","106","5"
"wrappers","-43.58477755056343","34649","33218","-9.351785E-7","1.058896E-6","1.2371753E-7","106","5"
"unlit","-43.58477755056343","34650","33219","-9.351785E-7","1.058896E-6","1.2371753E-7","106","5"
"rectum","-43.58121563303833","34651","30158","-1.318009E-6","1.7881357E-6","4.7012662E-7","179","19"
"ashford","43.572138302229845","34652","28129","1.6472138E-6","1.1488023E-6","2.7960161E-6","115","113"
"spiller","43.56261582052237","34653","34266","8.1515293E-7","1.4984379E-7","9.649967E-7","15","39"
"impostor","43.56261582052237","34654","34267","8.1515293E-7","1.4984379E-7","9.649967E-7","15","39"
"joky","43.56261582052237","34655","34268","8.1515293E-7","1.4984379E-7","9.649967E-7","15","39"
"knotts","43.56261582052237","34656","34269","8.1515293E-7","1.4984379E-7","9.649967E-7","15","39"
"coad","43.54547075834057","34657","34019","8.4466086E-7","1.6982295E-7","1.0144838E-6","17","41"
"beanpole","43.54547075834057","34658","34020","8.4466086E-7","1.6982295E-7","1.0144838E-6","17","41"
"toed","43.54547075834057","34659","34021","8.4466086E-7","1.6982295E-7","1.0144838E-6","17","41"
"realty","43.54547075834057","34660","34022","8.4466086E-7","1.6982295E-7","1.0144838E-6","17","41"
"lire","43.544454908733556","34661","27273","1.8028991E-6","1.4385002E-6","3.2413993E-6","144","131"
"bonham","43.54328291555531","34662","31727","1.1097704E-6","3.995834E-7","1.5093539E-6","40","61"
"mosey","43.53794369462412","34663","34172","8.2990687E-7","1.5983336E-7","9.897402E-7","16","40"
"oedipus","-43.52806539478579","34664","30841","-1.227181E-6","1.5983336E-6","3.711526E-7","160","15"
"analyze","-43.52660865472956","34665","32598","-1.0055666E-6","1.1787711E-6","1.7320454E-7","118","7"
"cadiz","43.50513291152916","34666","28724","1.5448583E-6","9.789793E-7","2.5238376E-6","98","102"
"betts","43.486265462014586","34667","29424","1.4277487E-6","7.991668E-7","2.2269155E-6","80","90"
"glorified","-43.482161769658916","34668","32921","-9.703725E-7","1.1188336E-6","1.4846104E-7","112","6"
"limoges","-43.482161769658916","34669","32922","-9.703725E-7","1.1188336E-6","1.4846104E-7","112","6"
"glaxo","-43.47205760920967","34670","31027","-1.2019766E-6","1.5483857E-6","3.4640908E-7","155","14"
"sixes","-43.45554025777696","34671","31209","-1.1767722E-6","1.4984378E-6","3.216656E-7","150","13"
"stony","-43.407603930694236","34672","26025","-2.0587718E-6","3.7660736E-6","1.707302E-6","377","69"
"downpour","-43.385809891634","34673","32086","-1.0659649E-6","1.2886564E-6","2.2269155E-7","129","9"
"polarity","-43.385809891634","34674","32087","-1.0659649E-6","1.2886564E-6","2.2269155E-7","129","9"
"igneous","-43.385809891634","34675","32088","-1.0659649E-6","1.2886564E-6","2.2269155E-7","129","9"
"unrecognized","-43.36546164136149","34676","34972","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"brasserie","-43.36546164136149","34677","34973","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"wreaths","-43.36546164136149","34678","34974","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"thickets","-43.36546164136149","34679","34975","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"scintillating","-43.36546164136149","34680","34976","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"widens","-43.36546164136149","34681","34977","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"jokingly","-43.36546164136149","34682","34978","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"craned","-43.36546164136149","34683","34979","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"theist","-43.36546164136149","34684","34980","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"wrinkling","-43.36546164136149","34685","34981","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"sinuous","-43.36546164136149","34686","34982","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"thymus","-43.36546164136149","34687","34983","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"litigant","-43.36546164136149","34688","34984","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"elucidation","-43.36546164136149","34689","34985","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"pontificate","-43.36546164136149","34690","34986","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"electrifying","-43.36546164136149","34691","34987","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"desktops","-43.36546164136149","34692","34988","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"contravene","-43.36546164136149","34693","34989","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"expendable","-43.36546164136149","34694","34990","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"bastide","-43.36546164136149","34695","34991","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"amphetamines","-43.36546164136149","34696","34992","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"reflexive","-43.36546164136149","34697","34993","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"overspill","-43.36546164136149","34698","34994","-7.34465E-7","7.592085E-7","2.4743507E-8","76","1"
"sheepdog","43.3352757617957","34699","30690","1.2468591E-6","5.594168E-7","1.8062759E-6","56","73"
"richardson","-43.33108703273925","34700","20928","-3.571949E-6","1.0079491E-5","6.5075424E-6","1009","263"
"berle","43.295768350774885","34701","32247","1.0459904E-6","3.396459E-7","1.3856363E-6","34","56"
"conned","-43.28681203338415","34702","33605","-8.899949E-7","9.88969E-7","9.897403E-8","99","4"
"radiate","-43.28681203338415","34703","33606","-8.899949E-7","9.88969E-7","9.897403E-8","99","4"
"recount","-43.28681203338415","34704","33607","-8.899949E-7","9.88969E-7","9.897403E-8","99","4"
"osteoporosis","-43.28681203338415","34705","33608","-8.899949E-7","9.88969E-7","9.897403E-8","99","4"
"mankind","-43.27371152664921","34706","21860","-3.2246226E-6","8.371272E-6","5.1466495E-6","838","208"
"agora","43.27025246016753","34707","31187","1.1783147E-6","4.795001E-7","1.6578149E-6","48","67"
"dodds","43.260986900420825","34708","30291","1.3006496E-6","6.2934384E-7","1.9299935E-6","63","78"
"backpacking","-43.24094412528932","34709","34015","-8.448113E-7","9.1904184E-7","7.423052E-8","92","3"
"snippets","-43.24094412528932","34710","34016","-8.448113E-7","9.1904184E-7","7.423052E-8","92","3"
"inventors","-43.24094412528932","34711","34017","-8.448113E-7","9.1904184E-7","7.423052E-8","92","3"
"alacrity","-43.24094412528932","34712","34018","-8.448113E-7","9.1904184E-7","7.423052E-8","92","3"
"rattlesnake","43.23552589945887","34713","31841","1.0950166E-6","3.8959382E-7","1.4846104E-6","39","60"
"plunkett","43.23552589945887","34714","31842","1.0950166E-6","3.8959382E-7","1.4846104E-6","39","60"
"blisters","-43.176319827606136","34715","31887","-1.0911693E-6","1.3386044E-6","2.4743505E-7","134","10"
"caters","-43.176319827606136","34716","31888","-1.0911693E-6","1.3386044E-6","2.4743505E-7","134","10"
"molars","-43.176319827606136","34717","31889","-1.0911693E-6","1.3386044E-6","2.4743505E-7","134","10"
"beacons","-43.176319827606136","34718","31890","-1.0911693E-6","1.3386044E-6","2.4743505E-7","134","10"
"lorre","43.15944553243633","34719","32955","9.674565E-7","2.697188E-7","1.2371753E-6","27","50"
"funniest","-43.13104451053394","34720","32376","-1.030771E-6","1.228719E-6","1.9794805E-7","123","8"
"gliders","-43.12592846296362","34721","30726","-1.2423959E-6","1.638292E-6","3.958961E-7","164","16"
"hasbro","43.107827377833495","34722","35383","6.87132E-7","7.991668E-8","7.670487E-7","8","31"
"tunica","43.107827377833495","34723","35384","6.87132E-7","7.991668E-8","7.670487E-7","8","31"
"zorn","43.107827377833495","34724","35385","6.87132E-7","7.991668E-8","7.670487E-7","8","31"
"berend","43.107827377833495","34725","35386","6.87132E-7","7.991668E-8","7.670487E-7","8","31"
"resolute","-43.10525648249325","34726","30226","-1.3080196E-6","1.7781462E-6","4.7012662E-7","178","19"
"minted","43.056045686700784","34727","29403","1.432513E-6","8.19146E-7","2.251659E-6","82","91"
"bashing","-43.040240622898935","34728","31689","-1.1163738E-6","1.3885524E-6","2.7217857E-7","139","11"
"grander","-43.02956797676303","34729","30918","-1.2171914E-6","1.588344E-6","3.711526E-7","159","15"
"orchards","-43.02956797676303","34730","30919","-1.2171914E-6","1.588344E-6","3.711526E-7","159","15"
"cranberries","43.029135074033064","34731","31572","1.1292888E-6","4.2955216E-7","1.558841E-6","43","63"
"sugarman","43.01303606186319","34732","36219","5.638754E-7","2.9968756E-8","5.9384416E-7","3","24"
"bendigo","43.01303606186319","34733","36220","5.638754E-7","2.9968756E-8","5.9384416E-7","3","24"
"tabes","43.01303606186319","34734","36221","5.638754E-7","2.9968756E-8","5.9384416E-7","3","24"
"dupre","43.01303606186319","34735","36222","5.638754E-7","2.9968756E-8","5.9384416E-7","3","24"
"serai","43.01303606186319","34736","36223","5.638754E-7","2.9968756E-8","5.9384416E-7","3","24"
"jantzen","43.01303606186319","34737","36224","5.638754E-7","2.9968756E-8","5.9384416E-7","3","24"
"baldhead","43.01303606186319","34738","36225","5.638754E-7","2.9968756E-8","5.9384416E-7","3","24"
"faky","43.01303606186319","34739","36226","5.638754E-7","2.9968756E-8","5.9384416E-7","3","24"
"gelded","43.01303606186319","34740","36227","5.638754E-7","2.9968756E-8","5.9384416E-7","3","24"
"mathes","43.01303606186319","34741","36228","5.638754E-7","2.9968756E-8","5.9384416E-7","3","24"
"mirabella","43.01303606186319","34742","36229","5.638754E-7","2.9968756E-8","5.9384416E-7","3","24"
"meighan","43.01303606186319","34743","36230","5.638754E-7","2.9968756E-8","5.9384416E-7","3","24"
"loaner","43.01303606186319","34744","36231","5.638754E-7","2.9968756E-8","5.9384416E-7","3","24"
"schuh","43.01303606186319","34745","36232","5.638754E-7","2.9968756E-8","5.9384416E-7","3","24"
"passkey","43.01303606186319","34746","36233","5.638754E-7","2.9968756E-8","5.9384416E-7","3","24"
"savor","43.01303606186319","34747","36234","5.638754E-7","2.9968756E-8","5.9384416E-7","3","24"
"lapper","43.01303606186319","34748","36235","5.638754E-7","2.9968756E-8","5.9384416E-7","3","24"
"concent","43.01303606186319","34749","36236","5.638754E-7","2.9968756E-8","5.9384416E-7","3","24"
"prys","43.01303606186319","34750","36237","5.638754E-7","2.9968756E-8","5.9384416E-7","3","24"
"ceiba","43.01303606186319","34751","36238","5.638754E-7","2.9968756E-8","5.9384416E-7","3","24"
"ardor","43.01303606186319","34752","36239","5.638754E-7","2.9968756E-8","5.9384416E-7","3","24"
"icelandic","-42.99912775308612","34753","33311","-9.2518894E-7","1.0489065E-6","1.2371753E-7","105","5"
"reintroduce","-42.99912775308612","34754","33312","-9.2518894E-7","1.0489065E-6","1.2371753E-7","105","5"
"encyclopedia","42.9812968194973","34755","27472","1.7686269E-6","1.3985419E-6","3.1671689E-6","140","128"
"linguist","-42.96728187633928","34756","31105","-1.1919869E-6","1.5383961E-6","3.4640908E-7","154","14"
"palsy","-42.96408448322815","34757","32690","-9.95577E-7","1.1687815E-6","1.7320454E-7","117","7"
"constellations","-42.96048122414639","34758","34500","-7.8963814E-7","8.3912516E-7","4.9487014E-8","84","2"
"tramping","-42.96048122414639","34759","34501","-7.8963814E-7","8.3912516E-7","4.9487014E-8","84","2"
"reshape","-42.96048122414639","34760","34502","-7.8963814E-7","8.3912516E-7","4.9487014E-8","84","2"
"pleads","-42.96048122414639","34761","34503","-7.8963814E-7","8.3912516E-7","4.9487014E-8","84","2"
"playgrounds","-42.96048122414639","34762","34504","-7.8963814E-7","8.3912516E-7","4.9487014E-8","84","2"
"peninsular","-42.96048122414639","34763","34505","-7.8963814E-7","8.3912516E-7","4.9487014E-8","84","2"
"primitives","-42.96048122414639","34764","34506","-7.8963814E-7","8.3912516E-7","4.9487014E-8","84","2"
"underhand","-42.96048122414639","34765","34507","-7.8963814E-7","8.3912516E-7","4.9487014E-8","84","2"
"fundic","-42.96048122414639","34766","34508","-7.8963814E-7","8.3912516E-7","4.9487014E-8","84","2"
"cliches","-42.96048122414639","34767","34509","-7.8963814E-7","8.3912516E-7","4.9487014E-8","84","2"
"footer","42.95362215447952","34768","33081","9.5270264E-7","2.597292E-7","1.2124318E-6","26","49"
"lazlo","42.95362215447952","34769","33082","9.5270264E-7","2.597292E-7","1.2124318E-6","26","49"
"wayland","42.95362215447952","34770","33083","9.5270264E-7","2.597292E-7","1.2124318E-6","26","49"
"tarsi","42.94585934463663","34771","35894","6.1812676E-7","4.9947925E-8","6.680747E-7","5","27"
"parmar","42.94585934463663","34772","35895","6.1812676E-7","4.9947925E-8","6.680747E-7","5","27"
"bostic","42.94585934463663","34773","35896","6.1812676E-7","4.9947925E-8","6.680747E-7","5","27"
"blais","42.94585934463663","34774","35897","6.1812676E-7","4.9947925E-8","6.680747E-7","5","27"
"darrow","42.94585934463663","34775","35898","6.1812676E-7","4.9947925E-8","6.680747E-7","5","27"
"averil","42.94585934463663","34776","35899","6.1812676E-7","4.9947925E-8","6.680747E-7","5","27"
"hazelton","42.94585934463663","34777","35900","6.1812676E-7","4.9947925E-8","6.680747E-7","5","27"
"piscina","42.94585934463663","34778","35901","6.1812676E-7","4.9947925E-8","6.680747E-7","5","27"
"breese","42.94585934463663","34779","35902","6.1812676E-7","4.9947925E-8","6.680747E-7","5","27"
"koban","42.94585934463663","34780","35903","6.1812676E-7","4.9947925E-8","6.680747E-7","5","27"
"cooksey","42.94585934463663","34781","35904","6.1812676E-7","4.9947925E-8","6.680747E-7","5","27"
"manticore","42.94585934463663","34782","35905","6.1812676E-7","4.9947925E-8","6.680747E-7","5","27"
"wetzel","42.94585934463663","34783","35906","6.1812676E-7","4.9947925E-8","6.680747E-7","5","27"
"birnie","42.94585934463663","34784","35907","6.1812676E-7","4.9947925E-8","6.680747E-7","5","27"
"pitchy","42.94585934463663","34785","35908","6.1812676E-7","4.9947925E-8","6.680747E-7","5","27"
"crucified","-42.94404445255351","34786","31306","-1.1667826E-6","1.4884482E-6","3.216656E-7","149","13"
"pristine","-42.94035331509895","34787","29230","-1.459707E-6","2.1277817E-6","6.680747E-7","213","27"
"slavic","42.931577853879446","34788","31956","1.0802627E-6","3.7960424E-7","1.4598669E-6","38","59"
"awash","-42.92412837852451","34789","30408","-1.2828152E-6","1.7281983E-6","4.453831E-7","173","18"
"biggin","42.91480583436102","34790","31049","1.1978332E-6","5.0946886E-7","1.707302E-6","51","69"
"stubborn","-42.910774676196866","34791","25338","-2.2070776E-6","4.285532E-6","2.0784546E-6","429","84"
"mugabe","-42.90873032631231","34792","32996","-9.60383E-7","1.108844E-6","1.4846104E-7","111","6"
"rosewood","42.90137338999364","34793","27199","1.817192E-6","1.4984378E-6","3.3156298E-6","150","134"
"motivate","-42.85410591361076","34794","28542","-1.5762005E-6","2.4174797E-6","8.412792E-7","242","34"
"rapist","-42.85410591361076","34795","28543","-1.5762005E-6","2.4174797E-6","8.412792E-7","242","34"
"starlings","-42.842940960421274","34796","32152","-1.0559753E-6","1.2786669E-6","2.2269155E-7","128","9"
"tufts","-42.842940960421274","34797","32153","-1.0559753E-6","1.2786669E-6","2.2269155E-7","128","9"
"cadmium","-42.842940960421274","34798","32154","-1.0559753E-6","1.2786669E-6","2.2269155E-7","128","9"
"hooks","-42.789203431495864","34799","24986","-2.294063E-6","4.5952092E-6","2.3011462E-6","460","93"
"mauritius","42.77651064641229","34800","28302","1.6177061E-6","1.1288231E-6","2.7465292E-6","113","111"
"kidder","42.7588806779824","34801","33206","9.379487E-7","2.4973963E-7","1.1876883E-6","25","48"
"relieves","-42.713518594425146","34802","35067","-7.244754E-7","7.492189E-7","2.4743507E-8","75","1"
"glaswegian","-42.713518594425146","34803","35068","-7.244754E-7","7.492189E-7","2.4743507E-8","75","1"
"soundings","-42.713518594425146","34804","35069","-7.244754E-7","7.492189E-7","2.4743507E-8","75","1"
"coterie","-42.713518594425146","34805","35070","-7.244754E-7","7.492189E-7","2.4743507E-8","75","1"
"transsexual","-42.713518594425146","34806","35071","-7.244754E-7","7.492189E-7","2.4743507E-8","75","1"
"wooed","-42.713518594425146","34807","35072","-7.244754E-7","7.492189E-7","2.4743507E-8","75","1"
"socialising","-42.713518594425146","34808","35073","-7.244754E-7","7.492189E-7","2.4743507E-8","75","1"
"extractor","-42.713518594425146","34809","35074","-7.244754E-7","7.492189E-7","2.4743507E-8","75","1"
"whittingham","-42.713518594425146","34810","35075","-7.244754E-7","7.492189E-7","2.4743507E-8","75","1"
"sabbatical","-42.713518594425146","34811","35076","-7.244754E-7","7.492189E-7","2.4743507E-8","75","1"
"disobedient","-42.713518594425146","34812","35077","-7.244754E-7","7.492189E-7","2.4743507E-8","75","1"
"temerity","-42.713518594425146","34813","35078","-7.244754E-7","7.492189E-7","2.4743507E-8","75","1"
"luminescence","-42.713518594425146","34814","35079","-7.244754E-7","7.492189E-7","2.4743507E-8","75","1"
"debuts","-42.713518594425146","34815","35080","-7.244754E-7","7.492189E-7","2.4743507E-8","75","1"
"billeted","-42.713518594425146","34816","35081","-7.244754E-7","7.492189E-7","2.4743507E-8","75","1"
"beehive","42.704524033427774","34817","29616","1.3982409E-6","7.7918764E-7","2.1774285E-6","78","88"
"sellout","42.70215433035834","34818","35256","7.0188594E-7","8.9906266E-8","7.917922E-7","9","32"
"hankers","42.70215433035834","34819","35257","7.0188594E-7","8.9906266E-8","7.917922E-7","9","32"
"liggett","42.70215433035834","34820","35258","7.0188594E-7","8.9906266E-8","7.917922E-7","9","32"
"bobtail","42.70215433035834","34821","35259","7.0188594E-7","8.9906266E-8","7.917922E-7","9","32"
"filles","42.70215433035834","34822","35260","7.0188594E-7","8.9906266E-8","7.917922E-7","9","32"
"blackwell","42.69184137106866","34823","27053","1.8462391E-6","1.5683648E-6","3.414604E-6","157","138"
"refreshingly","-42.68816559567551","34824","33721","-8.8000525E-7","9.789793E-7","9.897403E-8","98","4"
"furrows","-42.68816559567551","34825","33722","-8.8000525E-7","9.789793E-7","9.897403E-8","98","4"
"oglethorpe","-42.68816559567551","34826","33723","-8.8000525E-7","9.789793E-7","9.897403E-8","98","4"
"topsoil","-42.68816559567551","34827","33724","-8.8000525E-7","9.789793E-7","9.897403E-8","98","4"
"gauguin","-42.68816559567551","34828","33725","-8.8000525E-7","9.789793E-7","9.897403E-8","98","4"
"mothering","-42.68816559567551","34829","33726","-8.8000525E-7","9.789793E-7","9.897403E-8","98","4"
"genet","42.64132356849204","34830","29369","1.4372773E-6","8.3912516E-7","2.2764025E-6","84","92"
"tristram","-42.634393833310874","34831","30795","-1.2324062E-6","1.6283024E-6","3.958961E-7","163","16"
"shaver","42.63168732052233","34832","32089","1.0655087E-6","3.6961467E-7","1.4351234E-6","37","58"
"durie","-42.63038101824564","34833","30318","-1.2980299E-6","1.7681566E-6","4.7012662E-7","177","19"
"maimed","-42.62720687586905","34834","34108","-8.348217E-7","9.0905223E-7","7.423052E-8","91","3"
"tacking","-42.62720687586905","34835","34109","-8.348217E-7","9.0905223E-7","7.423052E-8","91","3"
"amble","42.6116751645631","34836","30908","1.2173514E-6","5.394376E-7","1.756789E-6","54","71"
"boeing","42.597948374804616","34837","23724","2.6291236E-6","3.6062402E-6","6.235364E-6","361","252"
"valence","-42.59670105739436","34838","30026","-1.3384492E-6","1.8580629E-6","5.1961365E-7","186","21"
"hurling","42.587989633020584","34839","26158","2.03051E-6","1.977938E-6","4.008448E-6","198","162"
"magritte","-42.5793099682785","34840","32475","-1.0207814E-6","1.2187294E-6","1.9794805E-7","122","8"
"bothers","-42.5793099682785","34841","32476","-1.0207814E-6","1.2187294E-6","1.9794805E-7","122","8"
"spinks","42.57622747477236","34842","33349","9.2319476E-7","2.3975005E-7","1.1629448E-6","24","47"
"blackeyes","42.57622747477236","34843","33350","9.2319476E-7","2.3975005E-7","1.1629448E-6","24","47"
"jeeves","42.563129804729556","34844","31150","1.1830791E-6","4.9947926E-7","1.6825584E-6","50","68"
"branson","-42.53838986071318","34845","22654","-2.9518333E-6","7.2324597E-6","4.2806264E-6","724","173"
"olympus","42.51810749801072","34846","26915","1.8752859E-6","1.638292E-6","3.513578E-6","164","142"
"beauties","-42.50131696890526","34847","29295","-1.4497174E-6","2.117792E-6","6.680747E-7","212","27"
"demos","42.49971941559461","34848","28646","1.5591514E-6","1.0389168E-6","2.5980682E-6","104","105"
"mumford","42.498853689251185","34849","32649","1.0017287E-6","3.0967715E-7","1.3114059E-6","31","53"
"khans","42.498853689251185","34850","32650","1.0017287E-6","3.0967715E-7","1.3114059E-6","31","53"
"sitdown","42.48360019522326","34851","36619","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"hengl","42.48360019522326","34852","36620","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"jurek","42.48360019522326","34853","36621","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"mcvay","42.48360019522326","34854","36622","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"clemmy","42.48360019522326","34855","36623","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"solaria","42.48360019522326","34856","36624","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"halers","42.48360019522326","34857","36625","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"bhatia","42.48360019522326","34858","36626","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"albertson","42.48360019522326","34859","36627","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"emrick","42.48360019522326","34860","36628","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"teresian","42.48360019522326","34861","36629","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"angustia","42.48360019522326","34862","36630","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"quirin","42.48360019522326","34863","36631","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"solberg","42.48360019522326","34864","36632","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"stye","42.48360019522326","34865","36633","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"weatherford","42.48360019522326","34866","36634","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"doper","42.48360019522326","34867","36635","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"enif","42.48360019522326","34868","36636","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"dorsa","42.48360019522326","34869","36637","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"gerta","42.48360019522326","34870","36638","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"tivy","42.48360019522326","34871","36639","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"watterson","42.48360019522326","34872","36640","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"metho","42.48360019522326","34873","36641","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"armstead","42.48360019522326","34874","36642","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"triller","42.48360019522326","34875","36643","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"sabras","42.48360019522326","34876","36644","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"macron","42.48360019522326","34877","36645","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"ljiljana","42.48360019522326","34878","36646","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"mooter","42.48360019522326","34879","36647","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"richen","42.48360019522326","34880","36648","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"cocoanut","42.48360019522326","34881","36649","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"eristic","42.48360019522326","34882","36650","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"coody","42.48360019522326","34883","36651","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"pardeep","42.48360019522326","34884","36652","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"pries","42.48360019522326","34885","36653","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"cassandre","42.48360019522326","34886","36654","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"winnifred","42.48360019522326","34887","36655","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"tryout","42.48360019522326","34888","36656","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"praya","42.48360019522326","34889","36657","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"carate","42.48360019522326","34890","36658","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"shirey","42.48360019522326","34891","36659","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"gimps","42.48360019522326","34892","36660","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"nonet","42.48360019522326","34893","36661","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"mozes","42.48360019522326","34894","36662","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"eleonore","42.48360019522326","34895","36663","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"peaker","42.48360019522326","34896","36664","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"mabie","42.48360019522326","34897","36665","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"witched","42.48360019522326","34898","36666","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"skilly","42.48360019522326","34899","36667","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"enrica","42.48360019522326","34900","36668","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"sneezer","42.48360019522326","34901","36669","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"stoplight","42.48360019522326","34902","36670","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"dugal","42.48360019522326","34903","36671","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"magnan","42.48360019522326","34904","36672","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"intune","42.48360019522326","34905","36673","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"boyde","42.48360019522326","34906","36674","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"hews","42.48360019522326","34907","36675","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"radke","42.48360019522326","34908","36676","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"kazuko","42.48360019522326","34909","36677","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"doodler","42.48360019522326","34910","36678","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"artal","42.48360019522326","34911","36679","4.848805E-7","9.989585E-9","4.948701E-7","1","20"
"kneel","-42.463588415519894","34912","31164","-1.1819975E-6","1.5284065E-6","3.4640908E-7","153","14"
"frizzell","-42.43362580947456","34913","31364","-1.1567931E-6","1.4784587E-6","3.216656E-7","148","13"
"mizell","42.41898325072144","34914","36449","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
